Decoder Obj_Detector
0.026410 0.012275
0.027600 0.013218
0.026348 0.013010
0.026364 0.012045
0.026726 0.011803
0.026913 0.012136
0.026384 0.013170
0.026737 0.012249
0.026845 0.012838
0.028679 0.011918
0.027115 0.012099
0.027060 0.012355
0.029813 0.012547
0.025719 0.012958
0.029133 0.012673
0.025894 0.011931
0.026080 0.011870
0.026147 0.012289
0.030640 0.011985
0.027074 0.012167
0.026996 0.012000
0.027439 0.012215
0.026450 0.012147
0.026132 0.012047
0.024913 0.011973
0.025807 0.012077
0.025582 0.012069
0.034098 0.012853
0.025716 0.011911
0.026349 0.012094
0.025357 0.013092
0.025250 0.012165
0.025546 0.013370
0.025710 0.012144
0.027325 0.012002
0.026261 0.012490
0.025497 0.012502
0.034440 0.012715
0.025579 0.012732
0.039658 0.013697
0.026041 0.013276
0.027213 0.012229
0.033581 0.012188
0.025418 0.012868
0.027769 0.012005
0.026121 0.012630
0.033843 0.012529
0.026112 0.011768
0.026226 0.012280
0.026191 0.012342
0.026741 0.011944
0.025879 0.013746
0.025704 0.012008
0.026672 0.012955
0.025832 0.012161
0.026400 0.012051
0.025990 0.012029
0.026223 0.011978
0.026768 0.012913
0.039014 0.012048
0.025786 0.012171
0.026013 0.012106
0.025671 0.012987
0.025797 0.012054
0.026196 0.012015
0.025415 0.011799
0.026095 0.012043
0.026505 0.011966
0.026910 0.011915
0.025765 0.011772
0.025654 0.012214
0.026264 0.011925
0.025628 0.011907
0.025832 0.012679
0.025526 0.012149
0.026082 0.012602
0.026408 0.012042
0.025368 0.012341
0.025802 0.012052
0.025756 0.012118
0.026363 0.011994
0.027654 0.012123
0.026732 0.012148
0.026833 0.012233
0.027263 0.012146
0.025706 0.012664
0.026179 0.012464
0.026318 0.012202
0.025784 0.012067
0.027737 0.012071
0.027308 0.012234
0.025872 0.012170
0.031743 0.013154
0.026136 0.012017
0.026290 0.012177
0.027509 0.012286
0.028366 0.012042
0.025329 0.012915
0.026550 0.012036
0.027031 0.012027
0.038289 0.013330
0.026421 0.013710
0.025371 0.012106
0.025648 0.012032
0.025337 0.012005
0.025681 0.012223
0.026217 0.012186
0.025382 0.012135
0.026760 0.012055
0.026262 0.012014
0.025825 0.012172
0.025742 0.011900
0.026328 0.012000
0.025948 0.013347
0.026952 0.012140
0.027192 0.012165
0.026337 0.012959
0.026190 0.012478
0.028006 0.012052
0.031219 0.012164
0.025690 0.012078
0.026388 0.012064
0.029332 0.012256
0.026895 0.012026
0.029393 0.015117
0.028142 0.012610
0.026550 0.011988
0.025620 0.012755
0.026481 0.012060
0.026662 0.012934
0.038840 0.013001
0.033360 0.012424
0.026476 0.012479
0.034169 0.012455
0.025815 0.013335
0.026547 0.012040
0.025962 0.012055
0.025928 0.013746
0.033796 0.012236
0.027225 0.011964
0.032827 0.012956
0.026466 0.012049
0.028790 0.012114
0.028557 0.012143
0.026276 0.011938
0.027220 0.012006
0.026007 0.012095
0.026583 0.012187
0.026862 0.012430
0.026181 0.012151
0.032407 0.012235
0.026447 0.012052
0.026086 0.012163
0.027186 0.012070
0.029711 0.012382
0.029975 0.012201
0.025922 0.012090
0.026860 0.012121
0.027077 0.012170
0.026984 0.012191
0.025623 0.011914
0.026231 0.012158
0.026330 0.012031
0.025809 0.012005
0.026330 0.011893
0.025787 0.012171
0.028671 0.013509
0.029353 0.012253
0.027038 0.012293
0.026305 0.011951
0.030134 0.011972
0.026293 0.012291
0.032524 0.013437
0.026218 0.011899
0.026328 0.011883
0.026173 0.013861
0.027987 0.011870
0.025790 0.012028
0.026330 0.012361
0.026875 0.012077
0.026257 0.012311
0.027696 0.012065
0.026230 0.012052
0.026535 0.013006
0.027735 0.013130
0.026737 0.012424
0.034323 0.012575
0.034675 0.012243
0.031905 0.012134
0.042958 0.012930
0.026581 0.013599
0.028274 0.012184
0.026786 0.012104
0.026338 0.012027
0.026710 0.012257
0.026110 0.012225
0.026213 0.012166
0.027000 0.012186
0.026305 0.012255
0.027269 0.012136
0.027091 0.012040
0.026333 0.012265
0.030845 0.012383
0.028476 0.011920
0.026437 0.012496
0.026234 0.012264
0.026836 0.012234
0.026977 0.012103
0.026411 0.012234
0.026904 0.012512
0.025598 0.012152
0.025817 0.012916
0.025680 0.012297
0.025359 0.012330
0.026379 0.012106
0.026022 0.012028
0.029346 0.012083
0.026767 0.012719
0.025866 0.012068
0.026286 0.013254
0.034009 0.012631
0.025675 0.011825
0.025660 0.012282
0.027736 0.012482
0.030012 0.013236
0.026880 0.012067
0.026430 0.012218
0.029317 0.012637
0.028351 0.012043
0.026988 0.011981
0.026632 0.011904
0.026805 0.012570
0.028250 0.012239
0.028210 0.014317
0.028639 0.012224
0.030893 0.012073
0.033118 0.013113
0.027146 0.011912
0.027309 0.012250
0.026275 0.012156
0.026306 0.012264
0.026412 0.012056
0.026535 0.011978
0.027183 0.012314
0.026962 0.012079
0.028334 0.012124
0.028115 0.012227
0.027359 0.012148
0.026552 0.012145
0.025905 0.012365
0.026731 0.012029
0.025737 0.012180
0.025478 0.011900
0.025127 0.012146
0.027710 0.011961
0.026155 0.011936
0.026328 0.012005
0.026235 0.012244
0.026736 0.012248
0.026347 0.012278
0.026801 0.012434
0.028468 0.012225
0.031878 0.012771
0.027601 0.011987
0.027752 0.012221
0.026304 0.012123
0.025979 0.011791
0.026733 0.012101
0.025588 0.012177
0.026856 0.011948
0.025772 0.012205
0.027408 0.012298
0.027303 0.012297
0.026503 0.012046
0.026932 0.012096
0.027809 0.012055
0.027624 0.011926
0.028535 0.012012
0.027794 0.011769
0.028175 0.012101
0.029714 0.012194
0.026614 0.012168
0.026368 0.011919
0.026144 0.012088
0.035004 0.012995
0.025984 0.012303
0.036038 0.011957
0.026456 0.012134
0.028487 0.012166
0.027488 0.012381
0.027728 0.012097
0.035485 0.012861
0.029170 0.013056
0.026991 0.012089
0.026744 0.012557
0.027390 0.012260
0.027837 0.012165
0.026925 0.012198
0.027680 0.012067
0.027307 0.012182
0.030586 0.012311
0.028064 0.012116
0.028616 0.012002
0.028973 0.012220
0.029008 0.012318
0.036501 0.011898
0.028064 0.012106
0.028710 0.012050
0.026275 0.012219
0.027239 0.012065
0.027014 0.012099
0.026927 0.012091
0.029601 0.012206
0.027949 0.012223
0.028659 0.012136
0.026721 0.012479
0.027895 0.011923
0.029781 0.012267
0.028842 0.012186
0.029394 0.012188
0.029206 0.012285
0.040611 0.012652
0.027496 0.012011
0.026976 0.012336
0.026641 0.012117
0.027173 0.012214
0.027527 0.012018
0.026911 0.012194
0.042391 0.013495
0.027362 0.012169
0.027729 0.012140
0.026926 0.012128
0.027713 0.011934
0.028007 0.012076
0.026797 0.011965
0.028485 0.012089
0.039686 0.013226
0.027355 0.012426
0.027180 0.012025
0.028329 0.011994
0.027193 0.011916
0.028414 0.012185
0.026514 0.012026
0.027075 0.012086
0.026883 0.012074
0.027615 0.012090
0.030243 0.012159
0.028299 0.012468
0.027852 0.012230
0.029047 0.012623
0.026672 0.012162
0.027899 0.012169
0.031067 0.012146
0.025901 0.012028
0.027738 0.012180
0.027713 0.012236
0.027385 0.012136
0.026552 0.012186
0.030208 0.012334
0.027705 0.013188
0.027756 0.012008
0.040871 0.012176
0.026880 0.011803
0.032414 0.011988
0.031266 0.014354
0.025875 0.012184
0.031995 0.012102
0.027414 0.012092
0.029225 0.011874
0.027690 0.012006
0.027020 0.011922
0.026802 0.012282
0.027685 0.012183
0.029670 0.012230
0.026366 0.013858
0.026922 0.012285
0.029431 0.012240
0.027397 0.012279
0.027004 0.012313
0.027435 0.012303
0.042203 0.013312
0.025854 0.012020
0.031643 0.011918
0.026766 0.014111
0.031911 0.013662
0.026462 0.012938
0.026632 0.012649
0.027922 0.011897
0.028220 0.012840
0.026877 0.012216
0.031215 0.012049
0.027511 0.014412
0.027504 0.012142
0.027595 0.012535
0.026920 0.012218
0.028716 0.012252
0.028877 0.013059
0.026947 0.012251
0.027708 0.013455
0.027314 0.012394
0.029551 0.012185
0.028153 0.012222
0.027009 0.012112
0.027957 0.011858
0.029861 0.012109
0.029765 0.011997
0.027421 0.013038
0.026051 0.012559
0.027623 0.012272
0.028726 0.012095
0.026780 0.012387
0.026440 0.012138
0.032804 0.013856
0.029126 0.011933
0.026285 0.012290
0.027440 0.012212
0.026440 0.012081
0.026345 0.012365
0.027968 0.013033
0.027255 0.013018
0.027701 0.012903
0.028327 0.012451
0.027442 0.012015
0.026653 0.012248
0.027464 0.012135
0.036140 0.013502
0.027574 0.012268
0.032534 0.012065
0.027555 0.012027
0.026976 0.011926
0.027004 0.012011
0.029008 0.012007
0.026466 0.011730
0.027420 0.012006
0.026383 0.011867
0.029170 0.011894
0.027277 0.012113
0.026854 0.012212
0.027202 0.012205
0.027105 0.012228
0.027445 0.012339
0.029398 0.012175
0.026850 0.012123
0.027087 0.012228
0.028465 0.012194
0.028527 0.012074
0.025907 0.012198
0.026207 0.011992
0.028277 0.012103
0.026930 0.012121
0.026978 0.012275
0.027192 0.012122
0.026320 0.012175
0.026931 0.012224
0.027122 0.012227
0.026282 0.012210
0.027507 0.012671
0.026670 0.012213
0.026227 0.012101
0.027641 0.012370
0.026953 0.012113
0.027160 0.012203
0.028764 0.012145
0.026041 0.012632
0.028221 0.012062
0.027011 0.012177
0.028889 0.012256
0.027499 0.012277
0.026635 0.012255
0.030096 0.012244
0.027534 0.011979
0.027089 0.012253
0.029562 0.012136
0.026270 0.012496
0.026796 0.012012
0.027706 0.012466
0.026318 0.012381
0.026994 0.012183
0.027447 0.011924
0.026684 0.012252
0.027064 0.012066
0.027243 0.013905
0.026973 0.012186
0.027839 0.012000
0.027744 0.012249
0.027281 0.013015
0.028234 0.011831
0.026654 0.012114
0.032598 0.014287
0.026718 0.012360
0.026811 0.011967
0.027100 0.012828
0.026985 0.012062
0.028415 0.012207
0.036860 0.012963
0.027052 0.014737
0.027011 0.012335
0.028525 0.012353
0.028284 0.012091
0.026893 0.013476
0.027226 0.012038
0.030387 0.012233
0.028356 0.011909
0.028425 0.012431
0.034454 0.012949
0.027691 0.012186
0.030500 0.013707
0.031921 0.012943
0.028171 0.012193
0.029946 0.015164
0.035922 0.012943
0.027020 0.012860
0.027763 0.013378
0.028240 0.012202
0.026656 0.012017
0.040101 0.012269
0.031996 0.012303
0.026949 0.012218
0.026788 0.012096
0.034154 0.012100
0.026775 0.012055
0.029315 0.012194
0.026877 0.012093
0.026886 0.012024
0.028044 0.012111
0.026681 0.012199
0.027228 0.012080
0.027923 0.012384
0.042870 0.013545
0.026902 0.013040
0.027268 0.012174
0.027476 0.012056
0.028228 0.012060
0.036320 0.012287
0.028013 0.012232
0.030847 0.012318
0.029762 0.012259
0.028800 0.012528
0.036207 0.013755
0.029035 0.012224
0.026807 0.011946
0.026988 0.012079
0.033482 0.012323
0.039235 0.013407
0.028264 0.013125
0.028255 0.012171
0.028117 0.011999
0.029107 0.012003
0.026840 0.012162
0.027092 0.012212
0.026967 0.011855
0.028211 0.014067
0.032166 0.013385
0.028534 0.012338
0.033270 0.012838
0.029734 0.011867
0.026922 0.012086
0.041043 0.012828
0.028910 0.011978
0.026231 0.012137
0.030419 0.011893
0.026864 0.012762
0.029122 0.012895
0.037000 0.012990
0.027775 0.011784
0.027056 0.011936
0.027453 0.011856
0.033315 0.012195
0.027487 0.012040
0.028767 0.012089
0.030610 0.012504
0.027064 0.013596
0.026630 0.012033
0.039050 0.012279
0.030220 0.014394
0.026369 0.012083
0.026420 0.012063
0.027253 0.012214
0.026561 0.012299
0.027106 0.012296
0.026455 0.012058
0.027779 0.012048
0.026104 0.011964
0.026846 0.011995
0.026687 0.011825
0.026428 0.011844
0.029257 0.011859
0.041056 0.012251
0.025993 0.012079
0.027182 0.012470
0.027541 0.012503
0.026141 0.011946
0.039453 0.014085
0.038735 0.013079
0.028763 0.012278
0.027915 0.012133
0.026960 0.012239
0.027557 0.012110
0.028868 0.012136
0.027173 0.012217
0.026744 0.011777
0.027739 0.012106
0.026207 0.012110
0.026406 0.012219
0.026813 0.012209
0.027503 0.011958
0.026903 0.012207
0.026570 0.012136
0.026457 0.012139
0.028157 0.012020
0.027047 0.011951
0.026511 0.012469
0.027238 0.011986
0.027342 0.011972
0.026998 0.012216
0.028231 0.011788
0.026296 0.011629
0.029507 0.020830
0.029471 0.013087
0.027286 0.012327
0.028389 0.012903
0.027943 0.012195
0.027355 0.012102
0.026767 0.011813
0.026717 0.012080
0.026910 0.012615
0.026615 0.012014
0.026853 0.012259
0.027069 0.012169
0.027723 0.012089
0.030423 0.012476
0.029628 0.012149
0.031909 0.012098
0.027866 0.011990
0.027135 0.012071
0.026822 0.012318
0.043036 0.012099
0.027184 0.012089
0.030006 0.011866
0.032561 0.013008
0.027505 0.012152
0.027318 0.012085
0.027336 0.011992
0.027796 0.011934
0.026482 0.012468
0.027981 0.012311
0.026844 0.012131
0.028140 0.012090
0.027159 0.012096
0.030271 0.012370
0.026968 0.012231
0.033056 0.011927
0.027067 0.012418
0.036892 0.013212
0.026784 0.012555
0.033988 0.011982
0.027977 0.012207
0.030890 0.012322
0.027585 0.012355
0.027648 0.012889
0.040149 0.012656
0.027236 0.014036
0.030985 0.012269
0.029680 0.012208
0.037904 0.012023
0.034905 0.012217
0.027334 0.013691
0.027539 0.012836
0.027869 0.012754
0.027618 0.012144
0.028316 0.011950
0.029265 0.012740
0.027716 0.012124
0.029312 0.014316
0.028245 0.012173
0.032663 0.011926
0.029212 0.011746
0.030868 0.013935
0.035493 0.012974
0.027859 0.012166
0.028104 0.012331
0.029231 0.012633
0.031317 0.012058
0.028498 0.012071
0.028433 0.012305
0.028135 0.012036
0.030111 0.011988
0.028894 0.011845
0.028104 0.012354
0.030179 0.012152
0.027504 0.011732
0.028633 0.011785
0.027249 0.011937
0.027083 0.011893
0.028043 0.011881
0.027943 0.012026
0.028692 0.012096
0.027346 0.012226
0.029374 0.012190
0.027663 0.012798
0.028300 0.012036
0.028230 0.011911
0.027848 0.011863
0.028235 0.011761
0.027557 0.012738
0.027505 0.012692
0.027363 0.012398
0.029302 0.011972
0.029200 0.012450
0.027673 0.013365
0.035310 0.013340
0.027787 0.012496
0.027607 0.012390
0.043387 0.012885
0.025401 0.012058
0.039458 2.081209
0.034950 0.015077
0.027665 0.011869
0.027649 0.011992
0.026566 0.014357
0.037664 0.011979
0.027087 0.012358
0.026672 0.012075
0.027034 0.013749
0.029892 0.011965
0.027713 0.012029
0.027625 0.012481
0.026999 0.012541
0.027203 0.012252
0.026608 0.012248
0.027185 0.012658
0.027149 0.012025
0.027987 0.012380
0.027336 0.012685
0.027297 0.012671
0.027115 0.012809
0.028529 0.013349
0.027611 0.013227
0.027694 0.012850
0.027143 0.012196
0.032042 0.012546
0.030621 0.012018
0.028251 0.013590
0.028383 0.013067
0.037570 0.012563
0.027314 0.012641
0.027870 0.012663
0.028369 0.012338
0.027913 0.012393
0.027619 0.013073
0.028132 0.011895
0.028722 0.011758
0.028834 0.012611
0.028045 0.012675
0.027466 0.012383
0.028178 0.012145
0.027498 0.011967
0.028477 0.012521
0.027794 0.012120
0.027519 0.012582
0.027449 0.012885
0.027060 0.012134
0.027615 0.012900
0.027952 0.012199
0.028502 0.012201
0.028222 0.013018
0.027870 0.012802
0.027587 0.012567
0.027532 0.012544
0.027475 0.013496
0.047120 0.012564
0.035388 0.012255
0.027130 0.012603
0.026600 0.013012
0.027480 0.012232
0.027332 0.012748
0.034826 0.012823
0.027480 0.012339
0.027958 0.012238
0.028327 0.012176
0.038208 0.011892
0.027733 0.012218
0.027664 0.012750
0.030208 0.012647
0.027528 0.013357
0.027416 0.012438
0.028038 0.011876
0.028657 0.011969
0.028989 0.012203
0.027816 0.012054
0.027668 0.012676
0.027349 0.012331
0.027843 0.012123
0.028179 0.012983
0.027772 0.012424
0.029120 0.012114
0.031578 0.011957
0.033947 0.012921
0.027125 0.012494
0.027131 0.012410
0.026681 0.012287
0.028014 0.012178
0.028185 0.012343
0.027347 0.012969
0.026701 0.012665
0.026704 0.013616
0.026640 0.012920
0.046977 0.012707
0.027233 0.012961
0.026925 0.012464
0.027689 0.012262
0.028180 0.012867
0.028270 0.011805
0.027930 0.012688
0.026777 0.012988
0.027439 0.012538
0.027197 0.012265
0.027442 0.011829
0.028464 0.012111
0.029231 0.012176
0.028676 0.012007
0.027651 0.013337
0.030452 0.013281
0.035228 0.011994
0.033162 0.012047
0.034087 0.011977
0.029391 0.012061
0.027883 0.012161
0.027588 0.012595
0.029295 0.012782
0.026195 0.013201
0.037429 0.012397
0.029578 0.013853
0.027242 0.012660
0.027065 0.012006
0.028157 0.011692
0.029300 0.012423
0.028623 0.014505
0.029850 0.012283
0.027094 0.012485
0.027398 0.013444
0.026831 0.012391
0.027099 0.012160
0.029067 0.012535
0.026657 0.012852
0.027554 0.012193
0.026118 0.011738
0.026832 0.012195
0.026917 0.012929
0.027381 0.012577
0.047522 0.014027
0.031324 0.012459
0.030257 0.013577
0.026475 0.013646
0.027325 0.012822
0.027681 0.011917
0.028513 0.011815
0.028624 0.012046
0.028831 0.012011
0.028912 0.012188
0.028583 0.012298
0.027706 0.012671
0.027015 0.012176
0.028400 0.012057
0.027794 0.011941
0.027507 0.012272
0.028668 0.013029
0.027499 0.012717
0.027696 0.013927
0.029075 0.012667
0.026853 0.012816
0.027460 0.012290
0.031834 0.012712
0.027744 0.011781
0.028515 0.011814
0.028659 0.012822
0.027728 0.012622
0.029538 0.013495
0.027865 0.012211
0.027071 0.012223
0.026973 0.011952
0.027932 0.011991
0.027507 0.012118
0.026792 0.013049
0.026796 0.013187
0.032700 0.011864
0.032105 0.011874
0.028351 0.011935
0.028263 0.012061
0.029323 0.012941
0.042982 0.012056
0.029211 0.011847
0.029449 0.012417
0.028176 0.012852
0.027854 0.012441
0.028070 0.013410
0.028281 0.012175
0.027811 0.012068
0.028448 0.011857
0.028845 0.012568
0.028552 0.013185
0.028557 0.012556
0.028953 0.012698
0.029154 0.012443
0.028527 0.012317
0.028260 0.011963
0.026978 0.012018
0.027480 0.013160
0.029019 0.011997
0.037923 0.012434
0.027427 0.013092
0.027216 0.013747
0.038344 0.012567
0.027777 0.013057
0.027594 0.011888
0.027311 0.012060
0.028297 0.011882
0.040796 0.012204
0.027944 0.012035
0.027480 0.011924
0.033503 0.012173
0.027391 0.013102
0.027666 0.012124
0.027813 0.011899
0.027443 0.012653
0.028204 0.011982
0.027603 0.011985
0.042611 0.012206
0.027608 0.012128
0.028170 0.011955
0.026945 0.012052
0.027637 0.012780
0.044138 0.013310
0.027271 0.011930
0.027319 0.012062
0.027660 0.012022
0.027262 0.013133
0.027278 0.011838
0.027143 0.011850
0.031048 0.013455
0.029611 0.013432
0.027894 0.012747
0.027873 0.011873
0.035509 0.013187
0.027853 0.012087
0.027310 0.011930
0.028618 0.011694
0.027209 0.013630
0.029274 0.013499
0.047437 0.013084
0.031119 0.012569
0.027758 0.012580
0.027002 0.012752
0.048388 0.012780
0.026580 0.012903
0.028346 0.011884
0.029464 0.011988
0.033646 0.012097
0.026830 0.011885
0.026915 0.012895
0.028092 0.012005
0.027349 0.011777
0.048454 0.012410
0.028236 0.012613
0.028333 0.012970
0.032157 0.013081
0.027003 0.012268
0.027878 0.011866
0.044732 0.012783
0.028385 0.012105
0.026988 0.012423
0.027678 0.011749
0.028452 0.014513
0.027199 0.011921
0.049201 0.012548
0.037306 0.011927
0.029134 0.012586
0.028415 0.012607
0.028519 0.012287
0.027483 0.012255
0.029140 0.013017
0.027757 0.011877
0.028655 0.011964
0.031426 0.011829
0.027488 0.011962
0.044161 0.012981
0.027756 0.013735
0.028125 0.012138
0.027542 0.011768
0.027000 0.013025
0.027869 0.012628
0.034001 0.012066
0.027508 0.012111
0.026903 0.011944
0.027042 0.011902
0.026999 0.012708
0.028321 0.011943
0.027989 0.012589
0.036986 0.013284
0.027247 0.012452
0.027597 0.012696
0.027327 0.011902
0.027591 0.011931
0.027429 0.012315
0.037275 0.012068
0.027360 0.012142
0.027650 0.011916
0.040325 0.012293
0.028041 0.012297
0.028602 0.012960
0.028700 0.013792
0.027505 0.012128
0.031921 0.012709
0.030951 0.012548
0.028260 0.013621
0.031730 0.012602
0.027717 0.012736
0.030600 0.012076
0.028301 0.011877
0.027061 0.012613
0.028653 0.013930
0.027939 0.012881
0.027894 0.011931
0.027945 0.011833
0.028081 0.011887
0.027785 0.012565
0.029061 0.012486
0.048552 0.013836
0.028545 0.012765
0.040067 0.013105
0.029109 0.012358
0.028093 0.012116
0.028545 0.013621
0.027622 0.012862
0.027319 0.012028
0.029635 0.011978
0.038620 0.012863
0.028030 0.011902
0.027911 0.011978
0.033038 0.012832
0.026745 0.012009
0.028971 0.011762
0.034856 0.011776
0.045472 0.013953
0.029411 0.011853
0.027863 0.012299
0.027692 0.011759
0.026793 0.011871
0.029109 0.011915
0.028286 0.011937
0.026582 0.011869
0.026361 0.012013
0.041198 0.012286
0.026124 0.012098
0.028277 0.011851
0.027437 0.011946
0.031878 0.012667
0.028763 0.012019
0.027653 0.012032
0.026988 0.012065
0.026342 0.012939
0.030324 0.012334
0.026813 0.011929
0.028904 0.011876
0.028124 0.013350
0.043627 0.012363
0.026805 0.013323
0.027535 0.013154
0.030337 0.012219
0.025856 0.011971
0.025987 0.011973
0.040078 0.023418
0.027586 0.012006
0.027455 0.011910
0.027010 0.011774
0.039631 0.012464
0.049047 0.014609
0.027200 0.011708
0.048063 0.012553
0.025257 0.011833
0.025401 0.011849
0.025200 0.011875
0.029743 0.011849
0.027919 0.011732
0.027611 0.012926
0.035468 0.012285
0.029276 0.014112
0.026920 0.012649
0.026084 0.012600
0.032900 0.011914
0.034360 0.013069
0.026228 0.012376
0.028113 0.011959
0.028120 0.011923
0.032087 0.020970
0.030333 0.013495
0.026631 0.013173
0.028214 0.012542
0.026382 0.013952
0.034415 0.011943
0.027588 0.012229
0.031393 0.012213
0.027032 0.012571
0.027317 0.012075
0.027813 0.012019
0.027395 0.012628
0.026479 0.012569
0.027308 0.012767
0.028168 0.011795
0.028830 0.011879
0.041057 0.013088
0.027631 0.011785
0.031213 0.011836
0.030696 0.012083
0.025638 0.012100
0.026850 0.013367
0.027773 0.012972
0.027083 0.011934
0.026968 0.011901
0.026827 0.012063
0.027334 0.013771
0.031747 0.013060
0.027384 0.012289
0.027349 0.012149
0.028844 0.012832
0.027189 0.012866
0.033052 0.013717
0.029822 0.012576
0.026506 0.012048
0.028475 0.015015
0.035392 0.011994
0.028733 0.012201
0.027491 0.011978
0.028124 0.012270
0.028232 0.012721
0.027817 0.012698
0.027224 0.013338
0.029667 0.012442
0.026989 0.012032
0.031137 0.016513
0.026426 0.012644
0.027629 0.012081
0.028238 0.012188
0.028289 0.012105
0.027385 0.011903
0.026918 0.011893
0.027904 0.012933
0.026295 0.011884
0.027021 0.012123
0.027383 0.012810
0.028151 0.012014
0.028175 0.013012
0.027174 0.012673
0.026425 0.012066
0.026446 0.012820
0.027743 0.011861
0.025992 0.011832
0.027730 0.012235
0.027693 0.011984
0.028244 0.011909
0.027191 0.012706
0.026808 0.012122
0.028953 0.012373
0.027161 0.011953
0.033071 0.012118
0.027617 0.012360
0.027144 0.013346
0.029542 0.012920
0.033064 0.013251
0.027281 0.012413
0.028489 0.012141
0.029479 0.012209
0.028300 0.012783
0.029044 0.012213
0.027866 0.012146
0.028546 0.012437
0.031219 0.012557
0.036401 0.012364
0.030030 0.013055
0.028676 0.012726
0.028770 0.013143
0.031924 0.012530
0.033267 0.012645
0.027186 0.012201
0.026946 0.012652
0.026743 0.012161
0.038320 0.012758
0.027213 0.012702
0.028202 0.012727
0.034791 0.012803
0.031919 0.012039
0.028822 0.012811
0.029005 0.012357
0.028558 0.012648
0.027137 0.012726
0.028597 0.012749
0.027979 0.014655
0.028759 0.015375
0.036220 0.014440
0.029703 0.012535
0.028373 0.012646
0.027627 0.012231
0.029569 0.013061
0.027768 0.012414
0.028205 0.011921
0.029137 0.012179
0.031980 0.012648
0.028291 0.013135
0.032252 0.013090
0.027104 0.012407
0.028465 0.012267
0.027919 0.012702
0.028032 0.011947
0.027604 0.012237
0.026846 0.012348
0.026739 0.012738
0.027381 0.011940
0.028448 0.013668
0.029724 0.012928
0.028794 0.013044
0.028931 0.013554
0.028651 0.014358
0.028158 0.012099
0.028916 0.012855
0.028182 0.012569
0.026867 0.012480
0.027800 0.012152
0.027723 0.012877
0.029530 0.012805
0.029992 0.014107
0.029901 0.013363
0.027099 0.012565
0.028528 0.012436
0.027154 0.011932
0.027752 0.011961
0.029473 0.012109
0.028612 0.012896
0.029463 0.012238
0.029025 0.012418
0.034054 0.012767
0.028442 0.013509
0.028301 0.012735
0.028345 0.013070
0.028419 0.012582
0.028958 0.011987
0.028461 0.012784
0.028588 0.013040
0.028352 0.012334
0.027188 0.011984
0.030537 0.012596
0.027170 0.011859
0.029467 0.012190
0.028421 0.012756
0.027751 0.012571
0.027612 0.012745
0.028934 0.013016
0.028411 0.013173
0.026620 0.011795
0.028523 0.011777
0.028964 0.012382
0.028678 0.012437
0.029972 0.012299
0.029397 0.012195
0.026025 0.012328
0.027253 0.011975
0.028509 0.011809
0.028814 0.011729
0.028372 0.012339
0.027953 0.012928
0.028533 0.012782
0.028291 0.012150
0.027087 0.013144
0.027560 0.011920
0.029183 0.011798
0.027896 0.012046
0.028899 0.012660
0.029055 0.013076
0.026658 0.012986
0.027769 0.012059
0.027899 0.012360
0.028062 0.012722
0.027813 0.012572
0.027961 0.012452
0.028896 0.012129
0.027498 0.012736
0.027607 0.011827
0.029610 0.012064
0.028586 0.012266
0.029171 0.012657
0.027711 0.012714
0.027651 0.013252
0.027506 0.011878
0.027960 0.011705
0.028676 0.011862
0.028719 0.012960
0.028694 0.012258
0.029644 0.012974
0.028979 0.013239
0.028332 0.012156
0.028714 0.013847
0.027541 0.012790
0.032156 0.011839
0.028406 0.012808
0.028662 0.011810
0.029452 0.012806
0.028458 0.012792
0.044200 0.012032
0.026453 0.012334
0.029104 0.012448
0.033820 0.012154
0.031818 0.012249
0.030199 0.012453
0.028669 0.011769
0.027521 0.013658
0.033043 0.011916
0.027926 0.011757
0.035055 0.011958
0.028765 0.011722
0.051145 0.012668
0.029041 0.013025
0.026753 0.012915
0.028215 0.012472
0.027968 0.012003
0.028211 0.012358
0.031830 0.012600
0.039492 0.012451
0.027509 0.011917
0.028875 0.013351
0.028937 0.011771
0.041241 0.012141
0.029003 0.012427
0.029060 0.012499
0.029056 0.014307
0.032447 0.012469
0.039417 0.011909
0.027800 0.012319
0.028506 0.012763
0.029538 0.013305
0.027860 0.012043
0.028950 0.011940
0.029263 0.011793
0.029047 0.013436
0.027465 0.012707
0.031407 0.013751
0.028327 0.012069
0.028619 0.012006
0.028246 0.012052
0.027724 0.011915
0.028021 0.011873
0.029281 0.011936
0.029287 0.011889
0.027927 0.012315
0.029274 0.011746
0.027215 0.012401
0.038972 0.013611
0.026896 0.013104
0.029364 0.011946
0.030192 0.011918
0.028557 0.011910
0.028522 0.011942
0.027849 0.011975
0.028274 0.012723
0.028815 0.013691
0.027170 0.011672
0.040073 0.011775
0.046963 0.014181
0.028483 0.012003
0.028482 0.012104
0.028932 0.011976
0.027853 0.011744
0.027776 0.011935
0.027725 0.011917
0.033951 0.012740
0.040881 0.012026
0.027657 0.012027
0.028618 0.011928
0.030260 0.012230
0.028735 0.011835
0.036327 0.012147
0.030570 0.011860
0.027938 0.011936
0.033283 0.012131
0.028104 0.012018
0.027747 0.012103
0.028837 0.012016
0.028280 0.012182
0.029980 0.012281
0.029313 0.011860
0.028285 0.011953
0.028791 0.011792
0.027326 0.011757
0.030771 0.012170
0.029637 0.011835
0.033228 0.012949
0.028600 0.011936
0.038186 0.012949
0.027741 0.012046
0.027901 0.012080
