0.006728 0.027415
0.007026 0.016864
0.006981 0.015852
0.004452 0.015160
0.004348 0.015924
0.004408 0.015116
0.004572 0.015723
0.004702 0.015477
0.004489 0.015313
0.004370 0.015392
0.004300 0.015374
0.004505 0.014855
0.004548 0.015025
0.004696 0.015220
0.004310 0.015102
0.004902 0.015331
0.004443 0.015388
0.004484 0.015140
0.004239 0.014828
0.004478 0.015154
0.006335 0.015108
0.004835 0.015306
0.004389 0.015663
0.004553 0.015245
0.008920 0.017377
0.006848 0.015509
0.004470 0.016623
0.004387 0.016870
0.006470 0.015016
0.004311 0.015360
0.004508 0.015506
0.007739 0.015087
0.004510 0.017656
0.007083 0.015564
0.004658 0.015437
0.004466 0.015609
0.004530 0.015143
0.005703 0.015260
0.004334 0.015089
0.004461 0.016399
0.005833 0.015271
0.006984 0.016423
0.004882 0.015169
0.004308 0.015241
0.004933 0.015044
0.004169 0.015779
0.004377 0.015561
0.009307 0.015133
0.004172 0.015292
0.004643 0.015175
0.007013 0.014948
0.007947 0.015126
0.005569 0.014988
0.008025 0.015119
0.008124 0.014813
0.004162 0.016881
0.004579 0.015080
0.007704 0.015033
0.004536 0.015187
0.004372 0.015882
0.004441 0.015257
0.008040 0.015042
0.004244 0.015449
0.004786 0.016365
0.004405 0.014926
0.004482 0.015224
0.004395 0.015388
0.004360 0.015451
0.004453 0.015209
0.004341 0.015535
0.004992 0.015150
0.004365 0.014916
0.005261 0.016698
0.004361 0.015228
0.006085 0.015283
0.004284 0.015286
0.004810 0.015499
0.004649 0.015166
0.004797 0.015262
0.004217 0.015372
0.004711 0.015062
0.004237 0.015394
0.004488 0.015388
0.004357 0.014883
0.004242 0.015164
0.004902 0.015461
0.004366 0.015607
0.004775 0.015826
0.006868 0.016249
0.004962 0.014862
0.004987 0.015530
0.005345 0.015392
0.007793 0.015082
0.004642 0.016428
0.007984 0.015342
0.006724 0.015037
0.007695 0.015331
0.004143 0.016856
0.006408 0.014997
0.004112 0.015327
0.005083 0.015326
0.004638 0.015279
0.004706 0.015023
0.004387 0.014918
0.004208 0.015577
0.008458 0.014949
0.007148 0.015081
0.007224 0.014963
0.005078 0.015879
0.004466 0.015087
0.004084 0.015692
0.004772 0.015487
0.004617 0.014966
0.004380 0.015434
0.005788 0.016633
0.008472 0.015360
0.004288 0.015241
0.004331 0.015091
0.007550 0.016944
0.004179 0.015569
0.004386 0.015432
0.004184 0.015490
0.004242 0.015709
0.004268 0.015237
0.004233 0.015193
0.004452 0.015675
0.004334 0.015443
0.004143 0.015236
0.004307 0.015497
0.006184 0.016462
0.004408 0.015347
0.004782 0.015079
0.004572 0.015370
0.004725 0.015236
0.006865 0.016258
0.004536 0.015142
0.004288 0.016402
0.004497 0.015209
0.004219 0.015191
0.004648 0.015576
0.004304 0.015223
0.004428 0.013716
0.004471 0.012435
0.005300 0.012073
0.004581 0.012086
0.008158 0.011856
0.006600 0.012431
0.005033 0.013052
0.004188 0.012074
0.004373 0.014252
0.004460 0.014069
0.004988 0.011861
0.004830 0.011818
0.004987 0.012227
0.004324 0.011905
0.005709 0.012121
0.004008 0.011778
0.005387 0.012225
0.004663 0.014074
0.004545 0.015303
0.006263 0.012922
0.004777 0.013848
0.008723 0.015071
0.003941 0.015350
0.007974 0.015018
0.004160 0.015315
0.004407 0.015004
0.004227 0.015086
0.005128 0.014895
0.007140 0.014969
0.004389 0.015286
0.004354 0.015752
0.004153 0.015103
0.004179 0.016506
0.004594 0.015149
0.008443 0.016864
0.004492 0.015396
0.006207 0.015202
0.004956 0.014824
0.004383 0.014951
0.004475 0.015152
0.004329 0.015346
0.006539 0.015012
0.005086 0.015150
0.004782 0.015739
0.004503 0.015141
0.004321 0.014908
0.007087 0.014908
0.004494 0.015008
0.004473 0.014905
0.004172 0.016455
0.007920 0.015844
0.004249 0.015420
0.004380 0.016063
0.004425 0.014950
0.004690 0.015505
0.004264 0.015625
0.004438 0.015316
0.005697 0.015198
0.006613 0.015623
0.004325 0.015827
0.004484 0.016012
0.004278 0.015606
0.004353 0.015292
0.004379 0.015072
0.004304 0.016354
0.004456 0.016407
0.004843 0.015460
0.008221 0.015095
0.005651 0.015790
0.005848 0.015570
0.006631 0.014852
0.004294 0.015360
0.004288 0.014951
0.004986 0.015123
0.004336 0.015228
0.004454 0.015000
0.004237 0.015290
0.004382 0.014932
0.004458 0.016604
0.006734 0.014882
0.004267 0.015039
0.005537 0.016483
0.007789 0.014871
0.004473 0.015699
0.005839 0.015156
0.006608 0.014783
0.006041 0.014969
0.004869 0.015498
0.005776 0.014926
0.006537 0.015225
0.005024 0.015006
0.005442 0.015721
0.004419 0.014922
0.004157 0.015530
0.007272 0.015111
0.004223 0.015444
0.008477 0.015918
0.005806 0.015008
0.006804 0.014892
0.006628 0.014966
0.007856 0.015149
0.007059 0.014916
0.007126 0.015572
0.004580 0.015670
0.005139 0.015751
0.004232 0.016209
0.004402 0.015088
0.004433 0.015146
0.004538 0.015281
0.004401 0.015121
0.004426 0.015052
0.004265 0.015392
0.004355 0.015321
0.004362 0.015247
0.005155 0.015363
0.005520 0.015256
0.005484 0.015134
0.004342 0.015111
0.004340 0.015116
0.004227 0.015361
0.004495 0.015029
0.004334 0.015031
0.004293 0.015456
0.006812 0.015047
0.004278 0.015109
0.008534 0.015136
0.004753 0.015452
0.004334 0.015010
0.004242 0.015415
0.004525 0.015254
0.006589 0.014972
0.005506 0.014986
0.007925 0.014825
0.008230 0.015841
0.004680 0.015062
0.004467 0.015813
0.007457 0.014976
0.005480 0.014902
0.004228 0.015390
0.004457 0.015013
0.008117 0.014808
0.004515 0.014893
0.004385 0.015400
0.004286 0.015142
0.004423 0.015386
0.004327 0.014949
0.006269 0.015117
0.005181 0.014983
0.006319 0.015046
0.004193 0.015363
0.004235 0.016103
0.004368 0.015170
0.004983 0.016129
0.004932 0.015321
0.005125 0.016518
0.004353 0.015148
0.004350 0.015506
0.004821 0.015253
0.005199 0.015358
0.004790 0.016929
0.007990 0.014894
0.007679 0.014708
0.007930 0.015035
0.006934 0.015658
0.004381 0.017975
0.005170 0.015122
0.004417 0.014778
0.004550 0.015613
0.004386 0.015878
0.004359 0.015005
0.004240 0.015533
0.004495 0.015100
0.004439 0.015154
0.004613 0.014971
0.004449 0.015126
0.004959 0.014977
0.006943 0.015113
0.004580 0.015309
0.008073 0.016143
0.004586 0.015043
0.004375 0.014920
0.004277 0.015986
0.006147 0.014948
0.006137 0.015097
0.007967 0.014999
0.004137 0.015576
0.004380 0.015380
0.004458 0.015046
0.007182 0.014892
0.008600 0.014748
0.007266 0.018133
0.006980 0.016164
0.004335 0.015412
0.008200 0.014859
0.005518 0.015479
0.005317 0.016180
0.005825 0.015223
0.005760 0.015318
0.004392 0.015188
0.004134 0.015264
0.008265 0.014913
0.004526 0.015204
0.004383 0.014984
0.004096 0.015442
0.004335 0.016445
0.004360 0.016136
0.007770 0.015107
0.006090 0.016252
0.004311 0.015348
0.006299 0.014846
0.004306 0.015369
0.004518 0.015089
0.005619 0.013153
0.004220 0.011771
0.005590 0.011792
0.004868 0.012006
0.004233 0.012070
0.004085 0.011820
0.003997 0.011919
0.004905 0.011531
0.004078 0.011921
0.006991 0.012167
0.008334 0.011679
0.007631 0.011649
0.003951 0.012175
0.006877 0.012126
0.004720 0.011625
0.005294 0.011767
0.004574 0.012037
0.004033 0.012062
0.004402 0.011921
0.004643 0.012449
0.003950 0.012018
0.005040 0.014535
0.005814 0.012324
0.004492 0.012125
0.007653 0.011562
0.008974 0.011842
0.008027 0.011791
0.004142 0.011966
0.004102 0.011764
0.004705 0.012167
0.004405 0.011630
0.004162 0.011967
0.004471 0.011825
0.004587 0.012150
0.004219 0.011801
0.005189 0.028320
0.010560 0.015593
0.006870 0.015117
0.007819 0.012973
0.003893 0.012056
0.004014 0.011800
0.004112 0.011886
0.003993 0.011646
0.004278 0.011906
0.005103 0.012951
